id,mean_Z,del_Z,mode_Z,L2_norm,L3_norm,mean_grp,del_grp,mode_grp,mean_period,del_period,mode_period,mean_valelec,del_valelec,mode_valelec,mean_electroneg,del_electroneg,mode_electroneg,stoichio_entropy,cell_area,hform,label
Pb2Se2-10f26d33197a,58,24,58,0.707,0.63,15,2,15,5,1,5,5,1,5,2.21,0.34,2.21,0.693,35.67363,-0.16722,1
FeTe2-cbe6e1cec124,43.333,11.556,52,0.745,0.693,13.333,7.111,16,4.667,0.444,5,6.667,0.889,6,2.01,0.12,2.1,0.637,10.75454,0.19914,-1
Cl2K2-85e2702c201b,18,1,18,0.707,0.63,9,16,9,3.5,0.5,3.5,4,3,4,1.99,1.17,1.99,0.693,36.40141,-1.83645,1
CF2Zr2-1bfe958c2eb2,20.8,15.36,40,0.6,0.514,11.2,11.52,4,3.2,1.44,5,5.2,1.44,4,2.634,1.077,1.33,1.055,9.35587,-2.36268,1
NbBr2-8ce9326743a1,37,2.667,35,0.745,0.693,13,10.667,17,4.333,0.444,4,6.333,0.889,7,2.507,0.604,2.96,0.637,10.91472,-0.35446,1
N3Hf4-6986b5d43ac8,44.143,31.837,72,0.714,0.643,8.714,10.776,4,4.286,1.959,6,4.429,0.49,4,2.046,0.852,1.3,0.683,8.81895,-1.18469,1
TaBr2-b44b7664eefa,47.667,16.889,35,0.745,0.693,13,10.667,17,4.667,0.889,4,6.333,0.889,7,2.473,0.649,2.96,0.637,10.63744,-0.20027,1
H2O2N3W4-0c818eb85d3d,30.455,31.669,74,0.522,0.432,9.364,10.975,6,3.273,1.983,6,4.818,1.388,6,2.713,0.443,2.36,1.342,9.30921,-0.28808,1
OsSe2-a657be73a446,48,18.667,34,0.745,0.693,13.333,7.111,16,4.667,0.889,4,6.667,0.889,6,2.433,0.156,2.55,0.637,10.69056,0.14873,-1
Ni2Se2-1c2345fffa42,31,3,31,0.707,0.63,13,6,13,4,0,4,8,2,8,2.23,0.32,2.23,0.693,12.26046,0.03899,-1
Mn2P2Te6-53e851462c40,39.2,15.36,52,0.663,0.614,14,5.6,16,4.4,0.72,5,6,0.4,6,2.008,0.183,2.1,0.95,40.17961,0.01214,-1
C3Ti4-04daf1fce55d,15.143,7.837,22,0.714,0.643,8.286,9.796,4,3.143,0.98,4,4,0,4,1.973,0.495,1.54,0.683,8.30883,-0.51778,1
Bi2Te2-b09aeba0e3ce,67.5,15.5,67.5,0.707,0.63,15.5,1,15.5,5.5,0.5,5.5,5.5,0.5,5.5,2.06,0.04,2.06,0.693,15.00453,0.14334,-1
NF2Zr2-e557fb2db417,21,15.2,40,0.6,0.514,11.4,11.84,4,3.2,1.44,5,5.4,1.28,4,2.732,1.122,1.33,1.055,9.28564,-2.5916,1
I2N2Ti2-46ee28088a80,27.333,17.111,27.333,0.577,0.481,12,10.667,12,3.667,1.111,3.667,5.333,1.111,5.333,2.413,0.582,2.413,1.099,14.03699,-1.17965,1
NH2O2V2-467d7346ac2e,10.143,7.347,23,0.515,0.418,8.429,12.408,5,2.286,0.98,4,4.143,1.796,5,2.511,0.682,1.63,1.352,8.14203,-1.20746,1
Mn2S4-6af22d697de1,19,4,16,0.745,0.693,13,8,16,3.333,0.444,3,6.333,0.444,6,2.237,0.458,2.58,0.637,17.02986,-0.52666,1
Fe2Se2-13ce8be7f1b2,30,4,30,0.707,0.63,12,8,12,4,0,4,7,1,7,2.19,0.36,2.19,0.693,13.10262,-0.1554,1
Tl2Se4-b7166f011e4b,49.667,20.889,34,0.745,0.693,15,2.667,16,4.667,0.889,4,5,1.333,6,2.24,0.413,2.55,0.637,41.78898,-0.01344,1
CuI2-fe94714b3303,45,10.667,53,0.745,0.693,15,5.333,17,4.667,0.444,5,8.333,1.778,7,2.407,0.338,2.66,0.637,15.54731,-0.12885,1
Hg2P2Te6-9b561ced539c,50.2,14.08,52,0.663,0.614,15,2.4,16,4.8,0.72,5,5,1.2,6,2.098,0.039,2.1,0.95,44.53745,0.07452,-1
AlSb-1734deee2ac1,32,19,32,0.707,0.63,14,2,14,4,1,4,4,1,4,1.83,0.22,1.83,0.693,16.71716,0.29714,-1
AsI2-fb19ab0cec8b,46.333,8.889,53,0.745,0.693,16.333,1.778,17,4.667,0.444,5,6.333,0.889,7,2.5,0.213,2.66,0.637,17.37141,0.15362,-1
N2Zr3-8aa38f0b5614,26.8,15.84,40,0.721,0.654,8.4,10.56,4,3.8,1.44,5,4.4,0.48,4,2.014,0.821,1.33,0.673,8.75887,-0.96323,1
Cl2Fe2Se2-8121c4d2936f,25.667,5.778,25.667,0.577,0.481,13.667,7.556,13.667,3.667,0.444,3.667,7,0.667,7,2.513,0.456,2.513,1.099,16.8303,-0.42438,1
W2O6-1d43e6270b3f,24.5,24.75,8,0.791,0.759,13.5,7.5,16,3,1.5,2,6,0,6,3.17,0.405,3.44,0.562,15.49298,-1.81651,1
Tl2Br6-ef8df28dd878,46.5,17.25,35,0.791,0.759,16,3,17,4.5,0.75,4,6,1.5,7,2.625,0.502,2.96,0.562,47.24888,-0.41234,1
NbSSe-596b8fdeb3d4,30.333,9.556,30.333,0.577,0.481,12.333,9.778,12.333,4,0.667,4,5.667,0.444,5.667,2.243,0.429,2.243,1.099,10.06869,-0.98288,1
Al2Te4-3426159e38da,39,17.333,52,0.745,0.693,15,2.667,16,4.333,0.889,5,5,1.333,6,1.937,0.218,2.1,0.637,24.29604,-0.23501,1
CaBr2-fbb623b6f288,30,6.667,35,0.745,0.693,12,13.333,17,4,0,4,5.333,2.222,7,2.307,0.871,2.96,0.637,14.69201,-1.96541,1
I2O2Tl2-819911a90521,47.333,26.222,47.333,0.577,0.481,15.333,3.111,15.333,4.333,1.556,4.333,5.333,1.556,5.333,2.573,0.636,2.573,1.099,16.89404,-0.50124,1
Cl2Co2S2-e6620312026c,20,4.667,20,0.577,0.481,14,6.667,14,3.333,0.444,3.333,7.333,1.111,7.333,2.54,0.44,2.54,1.099,14.68801,-0.56689,1
Ge2S2-ecbb7c185669,24,8,24,0.707,0.63,15,2,15,3.5,0.5,3.5,5,1,5,2.295,0.285,2.295,0.693,16.36783,-0.24642,1
Ir2Br6-a2a0962a63e0,45.5,15.75,35,0.791,0.759,15,6,17,4.5,0.75,4,7.5,0.75,7,2.77,0.285,2.96,0.562,37.13022,0.16,-1
F2C3Ta4-b082203eaa7b,36.444,32.494,73,0.598,0.514,10.667,10.074,5,3.778,1.975,6,5.111,0.84,5,2.401,0.801,1.5,1.061,8.6107,-1.18921,1
Bi2Se2-edce62e11778,58.5,24.5,58.5,0.707,0.63,15.5,1,15.5,5,1,5,5.5,0.5,5.5,2.285,0.265,2.285,0.693,14.7378,-0.0463,1
O2W2-f3abdf25377d,41,33,41,0.707,0.63,11,10,11,4,2,4,6,0,6,2.9,0.54,2.9,0.693,12.81421,-0.05103,1
RhI2-5cd77b1f12d6,50.333,3.556,53,0.745,0.693,14.333,7.111,17,5,0,5,7.667,0.889,7,2.533,0.169,2.66,0.637,12.79451,0.22988,-1
OPb-2a393480e273,45,37,45,0.707,0.63,15,2,15,4,2,4,5,1,5,2.655,0.785,2.655,0.693,11.17955,-0.83419,1
Br2Ga2S2-b03c8123f1c4,27.333,7.556,27.333,0.577,0.481,15.333,3.111,15.333,3.667,0.444,3.667,5.333,1.556,5.333,2.45,0.427,2.45,1.099,18.17763,-0.65325,1
Co2I2-87e7bd18d379,40,13,40,0.707,0.63,13,8,13,4.5,0.5,4.5,8,1,8,2.27,0.39,2.27,0.693,15.41152,0.23106,-1
Co2Se2-270172f24fd5,30.5,3.5,30.5,0.707,0.63,12.5,7,12.5,4,0,4,7.5,1.5,7.5,2.215,0.335,2.215,0.693,9.50137,0.10049,-1
Co2S2-84dc6487c7a9,21.5,5.5,21.5,0.707,0.63,12.5,7,12.5,3.5,0.5,3.5,7.5,1.5,7.5,2.23,0.35,2.23,0.693,8.44771,-0.11321,1
Sc2Te2-c35526cfcbab,36.5,15.5,36.5,0.707,0.63,9.5,13,9.5,4.5,0.5,4.5,4.5,1.5,4.5,1.73,0.37,1.73,0.693,23.63529,-0.8632,1
H2O2C3Ti4-ec020ed8f687,11.273,7.802,22,0.522,0.432,8.364,11.702,4,2.545,1.058,4,3.818,1.025,4,2.281,0.568,1.54,1.342,8.275,-1.21123,1
I2O2Ru2-e8aa045dc8cf,35,18,35,0.577,0.481,13.667,7.556,13.667,4,1.333,4,7,0.667,7,2.767,0.449,2.767,1.099,14.29874,-0.25542,1
TiCl2-04309a8ad371,18.667,2.222,17,0.745,0.693,12.667,11.556,17,3.333,0.444,3,6,1.333,7,2.62,0.72,3.16,0.637,11.97298,-1.18918,1
AsSbTi-321765ba7292,35.333,10.444,35.333,0.577,0.481,11.333,9.778,11.333,4.333,0.444,4.333,4.667,0.444,4.667,1.923,0.256,1.923,1.099,8.26546,-0.13106,1
Cu2F2-edf35f96b23e,19,10,19,0.707,0.63,14,6,14,3,1,3,9,2,9,2.94,1.04,2.94,0.693,7.39365,-0.98704,1
Pb2Te4-9bd929fede8e,62,13.333,52,0.745,0.693,15.333,1.778,16,5.333,0.444,5,5.333,0.889,6,2.023,0.102,2.1,0.637,42.93709,-0.09825,1
PdI2-e69f26fcc83b,50.667,3.111,53,0.745,0.693,14.667,6.222,17,5,0,5,8,1.333,7,2.507,0.204,2.66,0.637,13.20365,0.09886,-1
TaCl2-a88a01c8768c,35.667,24.889,17,0.745,0.693,13,10.667,17,4,1.333,3,6.333,0.889,7,2.607,0.738,3.16,0.637,8.60043,-0.78692,1
Hf2I2S2-ec1f519d1cf0,47,20.667,47,0.577,0.481,12.333,11.111,12.333,4.667,1.111,4.667,5.667,1.111,5.667,2.18,0.587,2.18,1.099,19.23578,-1.281,1
MnH2-9b772a2fc913,9,10.667,1,0.745,0.693,3,5.333,1,2,1.333,1,3,2.667,1,1.983,0.289,2.2,0.637,5.52869,0.12941,-1
NbO2-d28ff38d2cac,19,14.667,8,0.745,0.693,12.333,9.778,16,3,1.333,2,5.667,0.444,6,2.827,0.818,3.44,0.637,8.3979,-2.36909,1
TiZr3Te8-4f1ab08988cc,46.5,7.333,52,0.717,0.679,12,10.667,16,4.917,0.153,5,5.333,0.889,6,1.861,0.319,2.1,0.824,52.10711,-0.73201,1
WMo3S8-9c2979187585,27.333,15.111,16,0.717,0.679,12.667,8.889,16,3.75,1,3,6,0,6,2.457,0.164,2.58,0.824,35.15877,-0.91166,1
CuS2-21ccf8b90e06,20.333,5.778,16,0.745,0.693,14.333,4.444,16,3.333,0.444,3,7.667,2.222,6,2.353,0.302,2.58,0.637,7.09061,0.22358,-1
Ni2O2-928c7a5db4e0,18,10,18,0.707,0.63,13,6,13,3,1,3,8,2,8,2.675,0.765,2.675,0.693,14.87918,-0.3671,1
Cd2Cl2-3048c47efb6e,32.5,15.5,32.5,0.707,0.63,14.5,5,14.5,4,1,4,4.5,2.5,4.5,2.425,0.735,2.425,0.693,18.98613,-0.35695,1
Hf2Br6-a13511495a16,44.25,13.875,35,0.791,0.759,13.75,9.75,17,4.5,0.75,4,6.25,1.125,7,2.545,0.623,2.96,0.562,36.82186,-1.2557,1
PbTe2-4884474b832e,62,13.333,52,0.745,0.693,15.333,1.778,16,5.333,0.444,5,5.333,0.889,6,2.023,0.102,2.1,0.637,11.06812,0.12729,-1
GaBr2-e28ede89672e,33.667,1.778,35,0.745,0.693,15.667,3.556,17,4,0,4,5.667,1.778,7,2.577,0.511,2.96,0.637,12.43234,-0.46172,1
Y2I6-4040d3dcb2dd,49.5,5.25,53,0.791,0.759,13.5,10.5,17,5,0,5,6,1.5,7,2.3,0.54,2.66,0.562,51.47251,-1.47083,1
Co2O2-1d38491dedcb,17.5,9.5,17.5,0.707,0.63,12.5,7,12.5,3,1,3,7.5,1.5,7.5,2.66,0.78,2.66,0.693,14.65797,-0.41426,1
CrLi2-9bb847456718,10,9.333,3,0.745,0.693,2.667,4.444,1,2.667,0.889,2,2.667,2.222,1,1.207,0.302,0.98,0.637,5.87996,0.62313,-1
Fe2I2N2-29086d66d2f5,28.667,16.222,28.667,0.577,0.481,13.333,7.111,13.333,3.667,1.111,3.667,6.667,1.111,6.667,2.51,0.453,2.51,1.099,12.28101,0.18525,-1
Ru2I6-0343fd61f62b,50.75,3.375,53,0.791,0.759,14.75,6.75,17,5,0,5,7.25,0.375,7,2.545,0.173,2.66,0.562,42.16612,-0.06598,1
Hf2Te2-ef14a5c7db3f,62,10,62,0.707,0.63,10,12,10,5.5,0.5,5.5,5,1,5,1.7,0.4,1.7,0.693,12.02837,-0.06814,1
CdI2-b474b300c0f6,51.333,2.222,53,0.745,0.693,15.333,4.444,17,5,0,5,5.333,2.222,7,2.337,0.431,2.66,0.637,16.19487,-0.5997,1
Cd2P2S6-ebcb2404504e,22.2,10.32,16,0.663,0.614,15,2.4,16,3.4,0.64,3,5,1.2,6,2.324,0.307,2.58,0.95,34.2822,-0.41643,1
Os2I6-cec35931afd7,58.75,8.625,53,0.791,0.759,14.75,6.75,17,5.25,0.375,5,7.25,0.375,7,2.545,0.173,2.66,0.562,43.78262,0.45064,-1
PdBr2-102226a78d88,38.667,4.889,35,0.745,0.693,14.667,6.222,17,4.333,0.444,4,8,1.333,7,2.707,0.338,2.96,0.637,11.73913,0.03104,-1
S2Sn2-b8e2ee0faa87,33,17,33,0.707,0.63,15,2,15,4,1,4,5,1,5,2.27,0.31,2.27,0.693,31.08947,-0.02453,1
RuS2-f8117ef86c77,25.333,12.444,16,0.745,0.693,13.333,7.111,16,3.667,0.889,3,6.667,0.889,6,2.453,0.169,2.58,0.637,9.61322,-0.1341,1
Mn2Se2-f5b3094605fe,29.5,4.5,29.5,0.707,0.63,11.5,9,11.5,4,0,4,6.5,0.5,6.5,2.05,0.5,2.05,0.693,12.69784,0.01858,-1
AuF2-83da58349e2c,32.333,31.111,9,0.745,0.693,15,5.333,17,3.333,1.778,2,8.333,1.778,7,3.5,0.64,3.98,0.637,11.82262,-0.51001,1
InF2-d51d40f7ab2f,22.333,17.778,9,0.745,0.693,15.667,3.556,17,3,1.333,2,5.667,1.778,7,3.247,0.978,3.98,0.637,14.04442,-2.04997,1
Cu2S2-171de8995bb2,22.5,6.5,22.5,0.707,0.63,13.5,5,13.5,3.5,0.5,3.5,8.5,2.5,8.5,2.24,0.34,2.24,0.693,12.23896,0.04781,-1
Co2Br6-c113c3b43383,33,3,35,0.791,0.759,15,6,17,4,0,4,7.5,0.75,7,2.69,0.405,2.96,0.562,40.03924,-0.1693,1
C3Ta4-a07e27a083ba,44.286,32.816,73,0.714,0.643,8.857,8.816,5,4.286,1.959,6,4.571,0.49,5,1.95,0.514,1.5,0.683,8.41988,-0.26396,1
Au2O4-5ca332915f1f,31.667,31.556,8,0.745,0.693,14.333,4.444,16,3.333,1.778,2,7.667,2.222,6,3.14,0.4,3.44,0.637,19.6855,0.26446,-1
Cl2Cu2-c1a86f114149,23,6,23,0.707,0.63,14,6,14,3.5,0.5,3.5,9,2,9,2.53,0.63,2.53,0.693,12.53224,-0.38277,1
I2Mn2S2-91eb68a04f3a,31.333,14.444,31.333,0.577,0.481,13.333,8.444,13.333,4,0.667,4,6.667,0.444,6.667,2.263,0.476,2.263,1.099,18.09616,-0.43828,1
Os2Te2-13c7ec5be36a,64,12,64,0.707,0.63,12,8,12,5.5,0.5,5.5,7,1,7,2.15,0.05,2.15,0.693,16.70827,0.36685,-1
Br2Ga2Se2-cb32583b36c8,33.333,1.556,33.333,0.577,0.481,15.333,3.111,15.333,4,0,4,5.333,1.556,5.333,2.44,0.42,2.44,1.099,19.92272,-0.58191,1
Cl2Se2V2-418269303339,24.667,6.222,24.667,0.577,0.481,12.667,10.222,12.667,3.667,0.444,3.667,6,0.667,6,2.447,0.544,2.447,1.099,17.59665,-0.88441,1
Os2S2-7c016e30f7e2,46,30,46,0.707,0.63,12,8,12,4.5,1.5,4.5,7,1,7,2.39,0.19,2.39,0.693,15.22818,0.08204,-1
Ni2O2-70bd2e246130,18,10,18,0.707,0.63,13,6,13,3,1,3,8,2,8,2.675,0.765,2.675,0.693,14.81864,-0.3671,1
Cr2I6-2153d90c4d79,45.75,10.875,53,0.791,0.759,14.25,8.25,17,4.75,0.375,5,6.75,0.375,7,2.41,0.375,2.66,0.562,43.76405,-0.27452,1
Mn2P2S6-677c868c0469,17.6,2.96,16,0.663,0.614,14,5.6,16,3.2,0.32,3,6,0.4,6,2.296,0.341,2.58,0.95,30.31832,-0.31004,1
CrSb2-92a7597a506e,42,12,51,0.745,0.693,12,8,15,4.667,0.444,5,5.333,0.444,5,1.92,0.173,2.05,0.637,8.92142,0.31277,-1
InI2-38308d0f8589,51.667,1.778,53,0.745,0.693,15.667,3.556,17,5,0,5,5.667,1.778,7,2.367,0.391,2.66,0.637,26.49786,-0.39814,1
IrLi2-d0792587717c,27.667,32.889,3,0.745,0.693,3.667,7.111,1,3.333,1.778,2,3.667,3.556,1,1.387,0.542,0.98,0.637,6.50834,0.0093,-1
NiO2-f5d3b7b5a32b,14.667,8.889,8,0.745,0.693,14,5.333,16,2.667,0.889,2,7.333,1.778,6,2.93,0.68,3.44,0.637,6.76626,-0.03444,1
AsS2-61b06b1c9811,21.667,7.556,16,0.745,0.693,15.667,0.889,16,3.333,0.444,3,5.667,0.444,6,2.447,0.178,2.58,0.637,10.44932,0.03787,-1
Ni2Br6-8de805a9c52e,33.25,2.625,35,0.791,0.759,15.25,5.25,17,4,0,4,7.75,1.125,7,2.697,0.394,2.96,0.562,34.81684,-0.28853,1
Ge2I2Se2-a5c8355f5350,39.667,8.889,39.667,0.577,0.481,15.667,2.222,15.667,4.333,0.444,4.333,5.667,1.111,5.667,2.407,0.264,2.407,1.099,20.68224,-0.17582,1
Os2Te2-64575285c103,64,12,64,0.707,0.63,12,8,12,5.5,0.5,5.5,7,1,7,2.15,0.05,2.15,0.693,14.68357,0.67542,-1
I2In2O2-7c4141b0ea1e,36.667,19.111,36.667,0.577,0.481,15.333,3.111,15.333,4,1.333,4,5.333,1.556,5.333,2.627,0.564,2.627,1.099,15.83162,-1.09755,1
N2Hf3-ec3915b4a3c5,46,31.2,72,0.721,0.654,8.4,10.56,4,4.4,1.92,6,4.4,0.48,4,1.996,0.835,1.3,0.673,8.59342,-0.87781,1
Br2Fe2O2-359cdb8cf357,23,10,23,0.577,0.481,13.667,7.556,13.667,3.333,0.889,3.333,7,0.667,7,2.743,0.609,2.743,1.099,13.02798,-0.86398,1
NbCl2-89b4b6ddbab0,25,10.667,17,0.745,0.693,13,10.667,17,3.667,0.889,3,6.333,0.889,7,2.64,0.693,3.16,0.637,8.81665,-0.96209,1
AsClSe-1a3be826b3e0,28,7.333,28,0.577,0.481,16,1.333,16,3.667,0.444,3.667,6,0.667,6,2.63,0.353,2.63,1.099,12.21984,-0.3818,1
Br2Pb2Se2-be884141cb47,50.333,21.111,50.333,0.577,0.481,15.667,2.222,15.667,4.667,0.889,4.667,5.667,1.111,5.667,2.46,0.393,2.46,1.099,19.64914,-0.44106,1
Sc2Se2-61ae89a6138f,27.5,6.5,27.5,0.707,0.63,9.5,13,9.5,4,0,4,4.5,1.5,4.5,1.955,0.595,1.955,0.693,16.6101,-1.25738,1
Mn2S2-d24fbb4718ed,20.5,4.5,20.5,0.707,0.63,11.5,9,11.5,3.5,0.5,3.5,6.5,0.5,6.5,2.065,0.515,2.065,0.693,12.73849,-0.37014,1
CrO2-2433700165bb,13.333,7.111,8,0.745,0.693,12.667,8.889,16,2.667,0.889,2,6,0,6,2.847,0.791,3.44,0.637,6.01086,-1.69277,1
H2O2C3Ta4-64e58693d575,29.818,31.405,73,0.522,0.432,8.727,11.041,5,3.273,1.983,6,4.182,1.256,5,2.266,0.581,1.5,1.342,8.643,-0.88171,1
Co2O2-384ee60bc031,17.5,9.5,17.5,0.707,0.63,12.5,7,12.5,3,1,3,7.5,1.5,7.5,2.66,0.78,2.66,0.693,14.92686,-0.36849,1
I2O2Sn2-2744de1a417e,37,19.333,37,0.577,0.481,15.667,2.222,15.667,4,1.333,4,5.667,1.111,5.667,2.687,0.502,2.687,1.099,15.8075,-0.84163,1
Br2Ge2S2-851d1680f31b,27.667,7.778,27.667,0.577,0.481,15.667,2.222,15.667,3.667,0.444,3.667,5.667,1.111,5.667,2.517,0.338,2.517,1.099,18.43905,-0.31008,1
S2W2-9843a7999705,45,29,45,0.707,0.63,11,10,11,4.5,1.5,4.5,6,0,6,2.47,0.11,2.47,0.693,14.14293,-0.04264,1
Mo2W2Se8-a1d716aad84d,42,10.667,34,0.707,0.674,12.667,8.889,16,4.5,0.667,4,6,0,6,2.453,0.129,2.55,0.868,38.18892,-0.65348,1
AgCl2-cd8d815e268d,27,13.333,17,0.745,0.693,15,5.333,17,3.667,0.889,3,8.333,1.778,7,2.75,0.547,3.16,0.637,12.91839,-0.28622,1
Hg2Se4-3d841785309b,49.333,20.444,34,0.745,0.693,14.667,3.556,16,4.667,0.889,4,4.667,1.778,6,2.367,0.244,2.55,0.637,30.47175,0.29625,-1
CuCl2-5fdd50d69b1f,21,5.333,17,0.745,0.693,15,5.333,17,3.333,0.444,3,8.333,1.778,7,2.74,0.56,3.16,0.637,10.84968,-0.45161,1
MoCr3Te8-899032b4ad0c,44.167,10.444,52,0.717,0.679,12.667,8.889,16,4.75,0.375,5,6,0,6,1.995,0.168,2.1,0.824,42.26409,-0.14862,1
OsS2-1d7db45ba5db,36,26.667,16,0.745,0.693,13.333,7.111,16,4,1.333,3,6.667,0.889,6,2.453,0.169,2.58,0.637,8.92685,0.11686,-1
Al2Te2-1584210aaef9,32.5,19.5,32.5,0.707,0.63,14.5,3,14.5,4,1,4,4.5,1.5,4.5,1.855,0.245,1.855,0.693,14.78743,-0.37305,1
Pd2Se2-6fadb4af8d9e,40,6,40,0.707,0.63,13,6,13,4.5,0.5,4.5,8,2,8,2.375,0.175,2.375,0.693,12.36994,0.05388,-1
Pt2Cl6-20b975a3a1e8,32.25,22.875,17,0.791,0.759,15.25,5.25,17,3.75,1.125,3,7.75,1.125,7,2.94,0.33,3.16,0.562,35.63945,-0.34855,1
NiCl2-3ad667c285e2,20.667,4.889,17,0.745,0.693,14.667,6.222,17,3.333,0.444,3,8,1.333,7,2.743,0.556,3.16,0.637,10.62347,-0.64054,1
ZrO2-24a8929c68ce,18.667,14.222,8,0.745,0.693,12,10.667,16,3,1.333,2,5.333,0.889,6,2.737,0.938,3.44,0.637,8.52192,-2.74896,1
Mn2P2Se6-f07faeea33bc,28.4,6.72,34,0.663,0.614,14,5.6,16,3.8,0.32,4,6,0.4,6,2.278,0.326,2.55,0.95,34.72602,-0.17117,1
Br2O2Ru2-95a97af392fd,29,14,29,0.577,0.481,13.667,7.556,13.667,3.667,1.111,3.667,7,0.667,7,2.867,0.444,2.867,1.099,13.44754,-0.42496,1
Cr2I6-b95c6aaa395c,45.75,10.875,53,0.791,0.759,14.25,8.25,17,4.75,0.375,5,6.75,0.375,7,2.41,0.375,2.66,0.562,44.01289,-0.2629,1
Mn2S2-e2842896ff69,20.5,4.5,20.5,0.707,0.63,11.5,9,11.5,3.5,0.5,3.5,6.5,0.5,6.5,2.065,0.515,2.065,0.693,11.26681,-0.18693,1
I2N2Sc2-736e4f8d04d0,27,17.333,27,0.577,0.481,11.667,11.556,11.667,3.667,1.111,3.667,5,1.333,5,2.353,0.662,2.353,1.099,14.3548,-1.01321,1
MoI2-270eaf4a82ef,49.333,4.889,53,0.745,0.693,13.333,9.778,17,5,0,5,6.667,0.444,7,2.493,0.222,2.66,0.637,13.99769,0.18325,-1
Br2Cu2S2-1690aca87f60,26.667,7.111,26.667,0.577,0.481,14.667,4.889,14.667,3.667,0.444,3.667,8,2,8,2.48,0.387,2.48,1.099,16.26271,-0.05067,1
WCl2-4a260502eb1e,36,25.333,17,0.745,0.693,13.333,9.778,17,4,1.333,3,6.667,0.444,7,2.893,0.356,3.16,0.637,9.1839,-0.12606,1
Br2O2Os2-b29be351a937,39.667,24.222,39.667,0.577,0.481,13.667,7.556,13.667,4,1.333,4,7,0.667,7,2.867,0.444,2.867,1.099,14.29883,-0.05602,1
N2O2V3-358facb64a22,14.143,7.592,23,0.589,0.5,11,10.286,5,2.857,0.98,4,5.286,0.408,5,2.55,0.789,1.63,1.079,7.18446,-1.50928,1
GeH2O2-ab32018371c5,10,8.8,1,0.6,0.514,9.6,13.76,1,2,0.8,1,3.6,2.08,1,2.658,0.626,2.2,1.055,11.39625,-0.84748,1
NO2Ta2-e978e682d08c,33.8,31.36,73,0.6,0.514,11.4,10.24,5,3.6,1.92,6,5.4,0.48,5,2.584,0.867,1.5,1.055,8.52308,-1.87634,1
I2Zr2-cbda059bd535,46.5,6.5,46.5,0.707,0.63,10.5,13,10.5,5,0,5,5.5,1.5,5.5,1.995,0.665,1.995,0.693,17.27856,-0.09041,1
Co2Se2-377c23322ac6,30.5,3.5,30.5,0.707,0.63,12.5,7,12.5,4,0,4,7.5,1.5,7.5,2.215,0.335,2.215,0.693,12.39398,-0.17304,1
Sb2Se4-fc1af08c5c83,39.667,7.556,34,0.745,0.693,15.667,0.889,16,4.333,0.444,4,5.667,0.444,6,2.383,0.222,2.55,0.637,41.48369,0.18001,-1
OsS2-94b5d6af21b8,36,26.667,16,0.745,0.693,13.333,7.111,16,4,1.333,3,6.667,0.889,6,2.453,0.169,2.58,0.637,9.80415,0.07231,-1
Br2Cr2-724c343d405c,29.5,5.5,29.5,0.707,0.63,11.5,11,11.5,4,0,4,6.5,0.5,6.5,2.31,0.65,2.31,0.693,13.60323,-0.11964,1
Au2I2-2a704c8deb56,66,13,66,0.707,0.63,14,6,14,5.5,0.5,5.5,9,2,9,2.6,0.06,2.6,0.693,17.87032,0.06524,-1
CNb2O2-3c1fe25e7621,20.8,16.16,41,0.6,0.514,11.2,9.92,5,3.2,1.44,5,5.2,0.64,5,2.526,0.741,1.6,1.055,8.46941,-1.72751,1
Ge2H2-c6017e131897,16.5,15.5,16.5,0.707,0.63,7.5,13,7.5,2.5,1.5,2.5,2.5,1.5,2.5,2.105,0.095,2.105,0.693,14.39195,0.08242,-1
CuSe2-549593b0e433,32.333,2.222,34,0.745,0.693,14.333,4.444,16,4,0,4,7.667,2.222,6,2.333,0.289,2.55,0.637,12.79747,0.12225,-1
Se2Sn2-9b27b6ad7899,42,8,42,0.707,0.63,15,2,15,4.5,0.5,4.5,5,1,5,2.255,0.295,2.255,0.693,13.21258,-0.33584,1
Sc2Cl6-3eef25de07b3,18,1.5,17,0.791,0.759,13.5,10.5,17,3.25,0.375,3,6,1.5,7,2.71,0.675,3.16,0.562,39.75359,-2.0916,1
I2O2Ta2-c74f07a910ad,44.667,24.444,44.667,0.577,0.481,12.667,10.222,12.667,4.333,1.556,4.333,6,0.667,6,2.533,0.689,2.533,1.099,14.32103,-1.26112,1
CH2O2Y2-310f97f320f8,14.571,13.959,39,0.515,0.418,7.714,13.061,3,2.571,1.388,5,3.429,1.633,3,2.324,0.702,1.22,1.352,11.11965,-1.50291,1
IrI2-062d0237d0cf,61,10.667,53,0.745,0.693,14.333,7.111,17,5.333,0.444,5,7.667,0.889,7,2.507,0.204,2.66,0.637,14.12586,0.24636,-1
P2Sb2Se6-5d1a32a28ffa,33.6,7.44,34,0.663,0.614,15.6,0.96,16,4,0.4,4,5.6,0.48,6,2.378,0.206,2.55,0.95,43.53757,-0.10664,1
AuI2-a88e38e1a190,61.667,11.556,53,0.745,0.693,15,5.333,17,5.333,0.444,5,8.333,1.778,7,2.62,0.053,2.66,0.637,14.41723,0.20597,-1
Ti2O6-e13b860d55ed,11.5,5.25,8,0.791,0.759,13,9,16,2.5,0.75,2,5.5,0.75,6,2.965,0.713,3.44,0.562,11.82051,-2.16646,1
